1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
bc8lev42cmdzw2tgbc8lepgf9rzomnbm,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"No, I don't know any",Not applicable to me,nan,"Sometimes, if it comes up",Not applicable to me,No,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,Not their business,Maybe,Could impact performance,0,nan,nan,7,I've always been self-employed,nan,I've always been self-employed,nan,4,Don't know,No,0,39,Male,Belgium,nan,nan,nan,Belgium,nan,nan,2/14/22 7:21,2/14/22 7:26,bd0b8e1fd2,2022,,,,,
gg5fgvhfqimsof4s85fgg5fyyufx1csy,0,26-100,1,1,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Yes,0,nan,Maybe,1,"I have talked with coworkers about navigating grief and feeling depressed during those times moreso than the ongoing depression and anxiety I work on .  Some coworkers are exceptions.  But there was not a lot of open talk of how the pandemic was making work harder, and I felt that was not very healthy for us, and it gave the pressure to contribute at the normal levels as before we had kids and partners working in the same house.",1,"One of my teammates talked to me about feeling isolated and disconnected from the team as he joined while the team was fully remote.  And he had dealt with a breakup during the pandemic, as well, so he felt detached from a community at work and was living alone.",3,2,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,"During a tumultuous team time, I talked with coworkers about the impact it was having on my mental health.",1,"There were several casual conversations about stress levels, anxiety, and depression.  It was generally with closer coworkers.",7,6,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Often,No,6,Maybe,It probably is not an issue that impacts my employment or something I think they should know before hiring me.,Maybe,"If I was in the process of working through things like my adhd medication I would probably mention it, so I could have organized work tasks to help me be successful.",0,nan,nan,6,Maybe/Not sure,nan,Maybe/Not sure,nan,2,"Stop allowing toxic behavior in teams.  They directly impact all workers negatively, and the longer they continue, the harder the work becomes.  It infects team communication and all sorts of things.  It personally makes me dread meetings and take days off just because I don't want to endure it.",nan,0,44,female,United States of America,North Carolina,White,nan,United States of America,Colorado,nan,2/13/22 16:22,2/13/22 16:46,aa8eefa942,2022,,,,,
ddnmk0nwf06kux56ddnmkmohmoqlq84s,0,100-500,0,1,Yes,nan,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,1,nan,Yes,nan,nan,0,nan,3,3,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"No, none did",N/A (none offered),None did,None did,"Yes, always",Physical health,"Yes, all of my previous supervisors",1,nan,"Yes, at all of my previous employers",1,nan,0,nan,5,7,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,No,10,Maybe,nan,Maybe,nan,0,nan,nan,10,No,nan,Maybe/Not sure,nan,3,nan,nan,1,32,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,nan,2/13/22 14:35,2/13/22 14:45,a79b4c621c,2022,,,,,
vgxxqi6rlbuido3lsvgxxqvb7l0wtk2d,0,More than 1000,0,1,No,No,I don't know,I don't know,I don't know,I don't know,Same level of comfort for each,Maybe,0,nan,Maybe,0,nan,0,nan,10,5,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,No,Not applicable to me,Not applicable to me,nan,8,Maybe,employeer will not accept me,Maybe,nan,0,nan,nan,5,No,nan,No,nan,5,nan,nan,0,35,Male,Indonesia,nan,nan,nan,Indonesia,nan,nan,2/13/22 13:19,2/13/22 13:24,96a57c2235,2022,,,,,
8h87fja87wf0hnvyl78h87fjd1dn7dvx,0,More than 1000,0,1,No,No,No,No,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,0,nan,Yes,1,"Talking about stress, or anxiety, all of us in my team have the same kind of issues, in fact one of us has renounce to his job because of it.",1,Again we discuss about our stress and how we can help each other,5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Some did,I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,0,nan,At some of my previous employers,0,nan,1,"We are friends, I we talk about it like friends not coworkers",7,7,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Never,Rarely,No,7,No,If my situation doesn't affect my work why I must share it. If people ask I answer anyway,No,"Again, if people ask I respond",0,nan,nan,7,No,nan,"Yes, I experienced",nan,3,"Tech industry has a lot of pressure about results. Probably focus on good scheduling, individual capacities. Healthy work environment, promoting healthy habits. Focus on right rest time. And also training employees for right communication skills",nan,1,48,Male,Spain,nan,nan,nan,Spain,nan,nan,2/13/22 11:15,2/13/22 11:27,5ce477d5c6,2022,,,,,
nye9wztatmnj289ukqis8k70zhuapg2c,0,25-Jun,1,1,Not eligible for coverage / NA,No,No,No,No,Somewhat easy,Physical health,Yes,1,"about a depression,  they were open to give me the time i needed to get well.",Yes,1,"talked about how i was feeling, and why some of my reactions to a situation we had was caused by my depression. he understood, but did not seems to want to be there",0,nan,4,5,nan,nan,nan,nan,nan,nan,nan,nan,1,1,Some did,I was aware of some,None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",1,discuss my absence with the HR team.,"No, at none of my previous employers",0,nan,0,nan,7,5,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Sometimes,Often,No,8,No,to be sure it would not affect my candidature,No,to not affect my candidature,0,nan,nan,7,Maybe/Not sure,nan,"Yes, I experienced",nan,2,Not judge the affected person. stop allowing any trolling or #nsfw behavior at the workplace,nan,0,45,Male,Canada,nan,nan,nan,Canada,nan,nan,2/13/22 5:09,2/13/22 5:30,f559823b5a,2022,,,,,
odbybmoy1h7gfdz46sqodbybxl318lb7,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,I know some,Not applicable to me,nan,"No, because it doesn't matter",No change,Not applicable to me,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,10,Maybe,Dependa un te situation,Maybe,Bases in te situation,0,nan,nan,5,No,nan,No,nan,3,Create a program open for all when hace issues,No,0,46,Male,Mexico,nan,nan,nan,Mexico,nan,nan,2/13/22 4:43,2/13/22 4:49,15940fd226,2022,,,,,
5qz8j2c6oj39hc0zf5qzwuqx172n1rjl,0,100-500,1,1,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,Maybe,1,nan,Maybe,1,nan,1,nan,7,7,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1,nan,At some of my previous employers,1,nan,1,nan,5,5,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,No,8,No,nan,No,nan,0,nan,nan,6,"Yes, I experienced",nan,"Yes, I experienced",nan,2,nan,nan,0,31,Female,United States of America,Virginia,White,nan,United States of America,Virginia,nan,2/13/22 3:56,2/13/22 4:06,99ca54172d,2022,,,,,
g5gud8ceuf0veuodtg5gqom0aomilqb4,0,25-Jun,1,1,Yes,Yes,No,I don't know,Yes,Very easy,Physical health,Maybe,0,nan,Maybe,0,nan,0,nan,6,6,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1,"While going through a traumatic period, it was my supervisor at the time who encouraged me to see a therapist before things got really bad.",At some of my previous employers,1,"Details of the aforementioned traumatic period were discussed with several colleagues, both during and after.  They were universally supportive, fortunately.",0,nan,6,6,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Never,Rarely,No,7,Maybe,I would only mention it if I felt it was relevant in a manner they needed to know about.,Maybe,"Only if it was relevant to the job and not controllable, and I felt I could trust them with it.",0,nan,nan,8,No,nan,Maybe/Not sure,nan,3,"My employers have all, to my knowledge, been supportive and non-discriminatory, but never were never explicit about that up front. It was just a given that health insurance covered it.  It's never really been proactive that I can recall.",nan,0,41,Male,United States of America,Illinois,nan,US Citizen,United States of America,Illinois,nan,2/13/22 3:17,2/13/22 3:29,d95a4d4f00,2022,,,,,
40rf0iyjtxggdy40r7dpbua2fq37zxoj,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"Yes, I know several","Yes, always",Positively,Not applicable to me,Positively,No,nan,1,1,"No, none did",N/A (none offered),Some did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",1,"I can, at times, suffer from extreme anxiety in meeting situations. Fortunately it does not in anyway way effect my work, and my colleagues actually seem to care & take an interest. As for actions, not much was needed aside from understanding that occasionally I may just leave a meeting. Not exactly life changing :)",At some of my previous employers,0,nan,1,"Overall, not good. I really won’t be more specific.",8,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,Yes,Not applicable to me,Not applicable to me,No,8,Yes,No stigma attached,Maybe,"I’d be careful, and make sure first.",1,0,nan,8,"Yes, I observed",I’d rather not,"Yes, I observed",nan,2,Briefly? That’s funny.,Stop asking questions of this magnitude in surveys like this perhaps?,1,38,Male,South Africa,nan,nan,nan,South Africa,nan,nan,2/13/22 2:20,2/13/22 2:32,f934b3dabe,2022,,,,,
87byhsktf4hwy1j6y6yy87byhsgm46vs,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"No, I don't know any",Not applicable to me,nan,Not applicable to me,Not applicable to me,Not applicable to me,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,I don't know,Not applicable to me,Not applicable to me,nan,0,No,nan,No,nan,0,nan,nan,0,No,nan,No,nan,1,nan,nan,0,39,Male,Aruba,nan,nan,nan,Armenia,nan,nan,2/12/22 22:58,2/12/22 23:06,e876c9ec96,2022,,,,,
2nlzceszajiqdv50dka2nlzbqcod547c,0,100-500,0,1,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0,nan,Yes,1,General discussion about the importance of maintaining a healthy mental health while working in IT. Receptive discussion.,1,General discussion,3,3,nan,nan,nan,nan,nan,nan,nan,nan,1,0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0,nan,At some of my previous employers,0,nan,0,nan,6,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,Yes,Not applicable to me,Sometimes,No,8,Maybe,"If it would impact my ability to perform a task, then I would reveal it. Like I can't lift 100lbs,or something like that while in a more physically demanding role.",No,I feel like it's up to me to manage them and I'm personally driven and motivated to not let any mental issues on my side to impact my professional side.,0,nan,nan,1,Maybe/Not sure,nan,Maybe/Not sure,nan,5,IT is a very trusted role within any organization. Mental health stigmas can have a person in the IT role with an extra level of scrutinization while performing their job.,"People in IT are more likely to speak with peers about mental health issues than they would any other level or part of the organization. There is a lot of pressure to perform and succeed 100% of the time for the organization. Those stresses easily lead to a culture of overwork where trying to maintain ""work life balance"" is viewed outside of the normal.",0,51,Male,United States of America,Oklahoma,White,nan,United States of America,Oklahoma,nan,2/12/22 21:13,2/12/22 21:33,fcd54b6c69,2022,,,,,
qxhauq20fwaxeqt2yoxqxhaude0tq18y,0,25-Jun,1,1,No,nan,No,No,I don't know,Very easy,Physical health,Yes,1,It was understood and my employer offered support,Maybe,0,nan,0,nan,5,8,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (none offered),Some did,None did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,nan,0,nan,5,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Not applicable to me,Not applicable to me,No,5,Maybe,It would depend to what extent it would affect my work,Maybe,"Same thing: it’d depend on the extent to which it would affect my functioning, or how much leave I would take, or whatever",0,nan,nan,5,No,nan,Maybe/Not sure,nan,1,"Mental health issues need to be accepted as being normal, not exceptional. Among other things, there is shame associated with having difficulties. There are so many issues involved in acceptance, but dispelling myths and being open are two simple ways to improve the state of affairs. Wider cultural, social change is needed in general tho",nan,0,43,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,nan,2/12/22 20:16,2/12/22 20:29,bf6c79be48,2022,,,,,
noblappta4bslwa0p7wcounoblapcj93,0,More than 1000,0,1,I don't know,No,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1,I talked about why I had a rough month and it was totally understood.,Yes,1,"Explain how I feel about something that happen, they understood it and experienced the same.",1,They talked about what did had negative influence on there mental health and why.,8,7,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (was not aware),I don't know,None did,No,Same level of comfort for each,"Yes, all of my previous supervisors",0,nan,"Yes, at all of my previous employers",0,nan,0,nan,6,6,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,I think it depends what the issue is,Maybe,I think it depends what the issue is,0,nan,nan,8,Maybe/Not sure,nan,"Yes, I observed",nan,2,I think it is important to make it normal to talk about it.,nan,0,35,male,Netherlands,nan,nan,nan,Netherlands,nan,nan,2/12/22 20:18,2/12/22 20:27,f688309e85,2022,,,,,
j07e4ltrmj7w0hri48j07erp2f95zo40,0,26-100,1,1,No,No,No,No,I don't know,Very easy,Physical health,Maybe,0,nan,Maybe,0,nan,0,nan,5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (was not aware),I don't know,None did,I don't know,Physical health,I don't know,0,nan,"No, at none of my previous employers",0,nan,0,nan,5,5,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,0,Maybe,I don't know.,Yes,Why not?,0,nan,nan,10,No,nan,No,nan,3,nan,nan,0,37,male,Serbia,nan,nan,nan,Serbia,nan,nan,2/12/22 19:29,2/12/22 19:35,267f9c91a8,2022,,,,,
zhsuk5mnoqxplfdxzhs3z62a9wy1yi1u,0,25-Jun,1,1,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,No,1,I had a really difficult time focusing at my job at one point in my career.  My supervisor shared with me about a time when she had a problem with her eyes and she encouraged me to get my eyes checked.  It turned out that the place I had recently moved into was making me sick.,Maybe,0,nan,1,The coworker told me that another coworker will sometimes take days off of work for mental health.,5,5,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,No,Not applicable to me,Rarely,No,7,Maybe,"If it is a visible physical health issue that would affect my job performance, I would probably address it.",No,That's not something I would feel comfortable talking about with people who are judging me in an interview.,0,nan,nan,7,No,nan,"Yes, I experienced",nan,3,Employers could better explain mental health support options.,Nope,0,31,Female,United States of America,Wisconsin,White,nan,United States of America,Wisconsin,nan,2/12/22 18:36,2/12/22 19:25,bff894a87d,2022,,,,,
vdi0j8pb7kx1mbov502vdi0j8pb7ru1s,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,I know some,Not applicable to me,nan,Not applicable to me,Not applicable to me,Yes,1-25%,1,0,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,0,nan,1,It was a normal conversation,6,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,"Depends on context, only if they asked",Maybe,"Depends on context, only if they asked",0,nan,nan,5,Maybe/Not sure,nan,Maybe/Not sure,nan,4,Paid access to more specialists,nan,0,39,Male,Canada,nan,nan,nan,Canada,nan,nan,2/12/22 19:05,2/12/22 19:22,eb7ad8e077,2022,,,,,
vkpigjutshor2v0vkpiqghuaef8m5os4,0,26-100,1,1,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,1,"Hi boss, I'm tired with this project. Could I take leave to refresh my mind? And he said, of course",Yes,1,I always suggest my coworkers to take leave for holiday,0,nan,8,8,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Rarely,Yes,7,Yes,"If I have physical health issue, I want to let them know that I have some limitation.",Maybe,I think they don't need to know. But sometimes I think this is important to let them know,1,0,nan,8,No,nan,No,nan,4,nan,nan,1,37,Male,Indonesia,nan,nan,nan,Indonesia,nan,nan,2/12/22 17:56,2/12/22 18:04,b6520a2d27,2022,,,,,
f7j07kt79qxdq18f7j07kjrwv3brrvjp,0,26-100,1,1,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1,"I needed to take a month off of work in order to address some mental health issues I was having, and my bosses were all very supportive of it.",Yes,1,The employees at our company are generally quite open discussing mental health problems at work. It's not uncommon to hear meetings get ended so someone can go to their therapy appointment.,1,nan,7,10,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,At some of my previous employers,0,nan,0,nan,2,0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,nan,Substance Use Disorder,nan,nan,No,1,Yes,Rarely,Often,No,10,Yes,nan,Yes,nan,1,0,nan,10,No,nan,"Yes, I experienced",nan,3,"Talk about it. Share experiences. Have professionals come in and talk about how it affects us, our families, and the work we do. Provide an EAP so resources are available. Teach Mental Health First Aid.",nan,1,37,Male,United States of America,Idaho,White,nan,United States of America,Idaho,nan,2/12/22 17:16,2/12/22 17:25,9bc4a5dd87,2022,,,,,
u983t9e01q9gll0re2ru983t9prauoqk,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,"No, I don't know any",Not applicable to me,nan,Not applicable to me,Not applicable to me,No,nan,1,1,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did","Yes, always",Physical health,I don't know,0,nan,"No, at none of my previous employers",0,nan,0,nan,5,5,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,4,No,I don't have any physical issues other than my age,No,I am unaware of having any mental health issues,0,nan,nan,5,No,nan,No,nan,3,I am not familiar with what ACTUALLY is done.,Some questions were not in my experience yet I had to answer so I just picked a neutral if possible.,0,76,M,United States of America,Florida,White,nan,United States of America,North Carolina,nan,2/12/22 16:52,2/12/22 17:12,fb6feb157f,2022,,,,,
jtkkxpj0k83yb9dctw90p0yvwjtkkxpj,0,500-1000,1,1,I don't know,No,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0,nan,Maybe,0,nan,0,nan,9,9,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (was not aware),Some did,Some did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0,nan,At some of my previous employers,0,nan,0,nan,9,9,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,No,5,Maybe,transparency,No,I feel that it might be perceived negatively,0,nan,nan,8,No,nan,Maybe/Not sure,nan,3,nan,nan,0,47,Male,Israel,nan,nan,nan,Israel,nan,nan,2/12/22 16:52,2/12/22 17:02,671d22cda8,2022,,,,,
9ri3p0sel9orxtxq9ri3p0zby1n15823,0,100-500,0,1,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,No,0,nan,No,0,nan,1,"Three different occasions, all relatively serious issues. One of which involved asking the police for assistance.",5,7,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,Yes,Rarely,Sometimes,Yes,4,No,It would impact my chances.,No,It would impact my chances.,0,nan,nan,4,No,nan,"Yes, I observed",nan,3,"Not sure it's possible in free-market capitalism. Money is at the root, and the fact is people with mental health disorders cost money.",nan,0,41,Male,Canada,nan,nan,nan,Canada,nan,nan,2/12/22 16:23,2/12/22 16:40,4c4260beba,2022,,,,,
b2ipynj6uk8ss12tvtmb2dz7f85a2ehk,0,More than 1000,1,1,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0,nan,Yes,0,nan,0,nan,7,7,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (none offered),None did,None did,I don't know,Same level of comfort for each,I don't know,0,nan,At some of my previous employers,0,nan,0,nan,5,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,9,Maybe,It would depend on the issue,Maybe,It depends on the issue,0,nan,nan,10,No,nan,Maybe/Not sure,nan,4,Recognising that mental health is an issue in the workplace,nan,0,58,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,nan,2/12/22 15:08,2/12/22 15:17,fbbe3880ad,2022,,,,,
