uniquecolumnheading,self-employed,num-employees,tech-employer,tech-role,has-mental-health-benefits,know-mental-health-options,discussed-mental-health,has-mental-health-resources,anonymity-protected,mental-health-leave-ease,comfort-discussing-health,discuss-mental-health-supervisor,discussed-mental-health-employer,mental-health-talk-employer,discuss-mental-health-coworkers,discussed-mental-health-coworkers,mental-health-talk-coworkers,coworker-mental-health-discussion,coworker-mental-health-talk,importance-physical-health,importance-mental-health,mental-health-coverage,know-mental-health-resources,reveal-mental-health-clients,effect-reveal-mental-health,reveal-mental-health-coworkers,impact-reveal-mental-health,productivity-mental-health,percentage-affected-mental-health,previous-employers,previous-tech-employer,previous-mental-health-benefits,aware-previous-mental-health-options,discussed-mental-health-previous,previous-mental-health-resources,previous-anonymity-protected,previous-comfort-discussing-health,previous-discuss-mental-health-supervisor,previous-discussed-mental-health,previous-mental-health-talk-employer,previous-discuss-mental-health-coworkers,previous-discussed-mental-health-coworkers,previous-mental-health-talk-coworkers,previous-coworker-mental-health-discussion,previous-coworker-mental-health-talk,previous-importance-physical-health,previous-importance-mental-health,current-mental-health-disorder,diagnosed-mental-health,anxiety-disorder,mood-disorder,psychotic-disorder,eating-disorder,adhd,personality-disorder,ocd,ptsd1,stress-response,dissociative-disorder,substance-use,addictive-disorder,other,anxiety-disorder1,mood-disorder1,psychotic-disorder1,eating-disorder1,adhd1,personality-disorder1,ocd1,post-traumatic-stress-disorder_1,stress-response1,dissociative-disorder1,substance-use1,addictive-disorder1,other1,anxiety-disorder2,mood-disorder2,psychotic-disorder2,eating-disorder2,adhd2,personality-disorder2,ocd2,ptsd2,stress-response2,dissociative-disorder2,substance-use2,addictive-disorder2,other2,past-mental-health-disorder,sought-treatment,family-history-mental-illness,mental-health-interference-treated,mental-health-interference-untreated,observations-mental-health-discussion,share-mental-illness,physical-health-interview,physical-health-reason,mental-health-interview,mental-health-reason,open-mental-health,mental-health-career,mental-health-career-effect,team-reaction,unsupportive-response,unsupportive-response-details,supportive-response,supportive-response-details,industry-support,improve-industry-support,additional-comments,interview-mental-health,age,gender,country-live,us-state-live,race,other3,country-work,us-state-work,year,covid-19-diagnosis,start-date,submit-date,network-id
n3s4fql5huqq4xbl0zn3s4frtooalk67,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,I know some,"No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",Not applicable to me,Yes,26-50%,1,0.0,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,1.0,"They sometimes ascribed work issues and failures to their depression, ADHD, or medication side effects. One disclosed a condition just prior to separating from our employer.",2.0,5.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,Yes,Sometimes,Often,Yes,3,Maybe,Disclosing a physical health issue would harm my chances of getting a job due to competition.,No,Disclosing a mental health issue would certainly harm my chances of being hired for a competitive job. Some jobs forbid certain medications (e.g. special driving permits and license classifications).,0,nan,nan,4,Maybe/Not sure,nan,No,nan,2,"Frequently announce or discuss a positive, practical, and very (extremely) rational viewpoint and ""framework"" for conceptualizing and identifying mental health issues, and adopt and publicize a very (explicitly) rational, believable system for handling screening and treatment referrals along with evidence of good protection of confidentiality and successful work accommodations or other positive dispositions.",The society of tech workers contains well-entrenched cultures of denial of the value of mental health awareness and treatment that must be addressed. Some of these cultures are truly destructive and violent. Some are even encouraged by business and political actors.,0,54,male,United States of America,California,White,nan,United States of America,California,2020,,,,
n0ipb1tctq9k410l9sn0ipb68ev006se,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,I know some,Not applicable to me,nan,Not applicable to me,Not applicable to me,Yes,1-25%,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,I don't know,0.0,nan,At some of my previous employers,0.0,nan,1.0,"Informed about depression and ADD, and treatments they had.",2.0,1.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,Yes,Not applicable to me,Not applicable to me,No,8,Maybe,I would need accomodation or flex time/work from home.,No,Not applicable. Also worried about not being hired.,0,nan,nan,5,No,nan,"Yes, I observed",nan,2,Increase paid benefits. Remove stigma.,nan,0,40,Female,Canada,nan,nan,nan,Canada,nan,2020,,,,
myzeqlqdjj319ypg8nftamyz3dn3ml8s,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"Yes, I know several","No, because it would impact me negatively",No change,"No, because it would impact me negatively",Not applicable to me,Yes,76-100%,1,0.0,Some did,"No, I only became aware later",None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,1.0,"In my last job, it only finally came up on the day I was fired. They were supportive, having obviously recognized it, but the position was a pressure cooker and it was too late anyway. In the job before that, I went to see one of the HR managers for a referral after most of a week just unable to get to work, and she handed me list of counselors but that was the end of everything. Other signs like anger management issues had been long ignored.","No, at none of my previous employers",0.0,nan,1.0,A couple of my coworkers would regularly confide in me about their burnout. One would talk (more than I had time for) about his divorce and how it was affecting everything at work.,1.0,1.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,Substance Use Disorder,nan,nan,Yes,1,Yes,Sometimes,Often,Maybe,7,Maybe,"I've mentioned before that I'm prone to migraines, and they've been accommodating in allowing low lighting and later hours, without which I might not be able to work at all.",No,"Mental illness in the US is like a scarlet letter, few understand and even most of those that do expect you to self-medicate it away to perform. I would expect an swift ""not the right fit"" rejection.",1,1.0,2.0,4,"Yes, I experienced",I was basically told to hang in there by coworkers when I broke up and broke down. (Though one did share a very personal story with me.) In other instances I was just told to see HR where I was handed a list of counselors.,No,nan,1,"Make it part of onboarding and training, just like all the other OSHA and health stuff they drill you on. And of course, stop intentionally burning employees out by working them as hard as possible and letting them go as soon as they can't keep up.",I'm not sure right now.,1,36,Female,United States of America,California,White,nan,United States of America,California,2020,,,,
mu3cdar3yry477ynlmu3cdai1wbyk31a,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,I know some,"Sometimes, if it comes up",No change,"No, because it doesn't matter",Negatively,Unsure,nan,1,0.0,Some did,I was aware of some,Some did,"Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,1.0,i dont know,At some of my previous employers,0.0,nan,0.0,nan,3.0,7.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Rarely,Sometimes,Maybe,10,Yes,sdfsdf,Maybe,sfs,1,1.0,5.0,7,"Yes, I experienced",sdfsdf,"Yes, I experienced",nan,5,sdfsf,safs,0,30,male,Australia,nan,nan,nan,Australia,nan,2020,,,,
esym9pfy14akftsesym9wo19gkswdcqw,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"Yes, I know several","No, because it would impact me negatively",No change,"No, because it doesn't matter",Negatively,Unsure,nan,1,1.0,Some did,I was aware of some,"Yes, they all did","Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,1.0,das,"Yes, at all of my previous employers",1.0,dasd,1.0,da,6.0,4.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",nan,nan,nan,nan,nan,nan,nan,Yes,0,Yes,Never,Rarely,Maybe,2,Yes,da,Maybe,qeq,0,nan,nan,1,"Yes, I experienced",fsdf,"Yes, I observed",nan,2,vfd,as,1,22,male,Mongolia,nan,nan,nan,Mongolia,nan,2020,,,,
dx2tw3pvtbym9se8vdx2twrzdk3jmlh9,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"Yes, I know several","No, because it would impact me negatively",nan,Not applicable to me,Not applicable to me,Yes,1-25%,1,0.0,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,10.0,1.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Often,No,8,Yes,Because it can impact my work,No,Stigma,0,nan,nan,8,No,nan,No,nan,3,More open conversation,No,0,21,Female,United States of America,Illinois,White,nan,United States of America,Illinois,2020,,,,
ccee8wjm4p0y3j90quccee8wvvu0go9u,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"Yes, I know several","No, because it would impact me negatively",nan,"No, because it would impact me negatively",Not applicable to me,Yes,26-50%,1,1.0,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,0.0,0.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,nan,Substance Use Disorder,nan,nan,Yes,1,Yes,Never,Never,nan,7,Maybe,because my work isn't physical,No,Potential discrimination,0,nan,nan,2,No,nan,No,nan,1,less hours,nan,0,46,male,United States of America,New York,White,nan,United States of America,New York,2020,,,,
bfdl5izw77unrt9oqebfdl53r84vbmwp,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"No, I don't know any","No, because it would impact me negatively",nan,"No, because it would impact me negatively",I'm not sure,Yes,26-50%,1,0.0,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,Explained problem and agreed I should see doctor.,At some of my previous employers,1.0,Told them. They were sympathetic.,1.0,Told me about diagnosis. I believe I was sympathetic.,8.0,4.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Not applicable to me,Not applicable to me,Yes,6,Yes,Not so controversial and would become obvious. More of a problem if taking up work which you are unable to perform. Openness seems common sense in this situation.,No,"People may sympathise, and want to avoid you. They would find a different reason not to hire. People are like that.",0,nan,nan,3,"Yes, I observed","People criticised the manager for not telling them about the colleague's condition. But the manager was bound by confidentiality, and explained that others would not like it if the manager discussed their personal lives.  I quite understood this, but there was nevertheless tension over the matter.",Maybe/Not sure,nan,3,"Examine effects of hours, feedback methods, and targets.",No.,0,63,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2020,,,,
b7x728mmuvvshjc3vrb7xaupubz41otd,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,I know some,"No, because it would impact me negatively",I'm not sure,Not applicable to me,Not applicable to me,Yes,76-100%,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",nan,nan,nan,Obsessive-Compulsive Disorder,nan,nan,nan,nan,nan,nan,Don't Know,0,No,Sometimes,Often,nan,2,Yes,For the sake of honesty.,Yes,For the sake of honesty.,1,1.0,2.0,5,"Yes, I observed","Being called lazy, and and criticized",No,nan,2,nan,"For example, if a person sought out help, you could ask if the person took the treatment, and why(or why not).",0,20,Male,Cameroon,nan,nan,nan,Cameroon,nan,2020,,,,
8720agv39hjf1lh8720ynwsypq3lat4w,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"Yes, I know several","Yes, always",Positively,"Yes, always",No change,Unsure,nan,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Mental health,"Yes, all of my previous supervisors",0.0,nan,"Yes, at all of my previous employers",0.0,nan,0.0,nan,2.0,5.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Rarely,Rarely,Maybe,4,Maybe,nil,Maybe,nil,0,nan,nan,3,No,nan,No,nan,3,nn,nn,0,24,mail,Pakistan,nan,nan,nan,Pakistan,nan,2020,,,,
76xaocncu1kbgk76xaolurw5y1j7ljjj,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,I know some,"No, because it would impact me negatively",nan,Not applicable to me,Not applicable to me,Yes,26-50%,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,I don't know,Sometimes,Not applicable to me,Yes,5,No,"Makes me look bad or not ""fully available"" or reliable for the job",No,Same as physical,0,nan,nan,5,I've always been self-employed,nan,I've always been self-employed,nan,3,nan,nan,0,44,Male,Brazil,nan,nan,nan,Brazil,nan,2020,,,,
76ks3r517a3pqdy9km76ks38g9eccr4c,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"No, I don't know any","No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",Negatively,Yes,26-50%,1,0.0,"No, none did","No, I only became aware later",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,1.0,i am suffering from stress,At some of my previous employers,1.0,i am suffering from stress,0.0,nan,0.0,0.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Often,Often,Maybe,5,No,it will affect me negatively,No,it would affect me negatively,0,nan,nan,1,"Yes, I observed",they made fun of my mental condition,"Yes, I observed",nan,1,this person is not fit to work,no,1,35,male,India,nan,nan,nan,India,nan,2020,,,,
1ypsgudi9qzsuinju1ypsg4dxbo65qb5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"Yes, I know several",Not applicable to me,nan,Not applicable to me,Not applicable to me,Not applicable to me,nan,1,1.0,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,nan,At some of my previous employers,1.0,nan,1.0,nan,3.0,3.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,5,Maybe,I really depends on the company and If I think they are willing to be accepting of it. It would also depend on what the physical health issue was.,Maybe,It would depend on what it was and the negative connotations around it.,0,nan,nan,8,Maybe/Not sure,nan,"Yes, I observed",nan,2,"Mental health issues can be very difficult in the tech industry. We typically work in small, fast paced teams. There are huge pressures on us to deliver quickly that mean we rarely have time to write quality code. It makes it very difficult to work with people with Mental Health issues as you really need to spend quality time with them and you can't be in a rush to do it. Companies need to be willing to invest in people and give them the time they require to work effectively and not just quickly..",nan,0,30,Female,Australia,nan,nan,nan,Australia,nan,2020,,,,
1cfqj3pi4qspzmg8c1cfqj3mqmou8i6y,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"Yes, I know several","No, because it doesn't matter",nan,"Sometimes, if it comes up",No change,Yes,26-50%,1,1.0,Some did,I was aware of some,Some did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,1.0,"I had to co-live with my college groupmate when we had an internship in the same company, so he was exposed to my panic attacks and other adverse reactions. Because of that, I had to explain my backstory and where these issues came from. After the talk, he has become more accepting and protective",0.0,nan,5.0,5.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,Post-traumatic Stress Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Rarely,Often,No,10,No,They'd get a false impression I'm not capable to work. I don't need to reveal these things until I'm hired.,No,I definitely don't need any negative consequences that come with a stigma of mental illness. I could reveal some symptoms after being hired if I need to request certain accommodations,1,0.0,nan,6,Maybe/Not sure,nan,"Yes, I experienced",nan,4,Make mental-health-related accommodations a norm,nan,1,23,Female,Russia,nan,nan,nan,Russia,nan,2020,,,,
zmu2abjxhdxqyykiqv93zmu2arrms35f,0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,I don't know,Very easy,Physical health,Yes,0.0,nan,Maybe,0.0,nan,0.0,nan,4.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,N/A (was not aware),None did,Some did,No,Physical health,"No, none of my previous supervisors",0.0,nan,At some of my previous employers,1.0,"I told people who have become my friends outside of our working relationship about panic attacks and stress I believed to be related to work. They reacted with concern, saying ""that's not good"" and offering to take some of the workload from me. They also encouraged me to ""calm down"" regularly, and we all participated in some unhealthy drinking habits formed around the free-alcohol culture of the office.",0.0,nan,1.0,0.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,Yes,Sometimes,Sometimes,Maybe,3,Yes,"It's likely relevant to my ability to perform my job, or an ""elephant in the room"" to discuss a physical health issue.",No,"Worry about ineligibility for a position based on being ""crazy""",0,nan,nan,3,"Yes, I observed",I'd rather not.,"Yes, I observed",nan,4,"Mental health disorders are a hard thing to accept both as a male and as a person who wants to be ""above"" health problems. I think keeping mental health at the forefront of our minds, especially in 2020 but probably beyond, as something that is classified as the same kind of ""necessary day off"" as being physically ill is important. Beating employees over the head (metaphorically) with resources they can use and continuing to broadcast success stories from either brave self-identifying folks or anonymous folks de-mystifies the problem and may motivate others to see that there is support and ""a way forward"" rather than suffering and potentially unhealthy coping reinforced by a culture of ""dealing with it yourself"".",nan,1,26,male,United States of America,Massachusetts,White,nan,United States of America,Massachusetts,2020,,,,
zjz4i9h18z34mc1dzjztxf9jw9i3l671,0,500-1000,1.0,1.0,No,No,I don't know,Yes,I don't know,Somewhat easy,Mental health,Maybe,0.0,nan,Yes,1.0,discussed about the work load,0.0,nan,8.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,5.0,5.0,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Never,Never,nan,7,No,Not required,No,Not Required,0,nan,nan,6,No,nan,Maybe/Not sure,nan,3,"Any tech industries are very professionals, they never work with emotions. They just want their work to complete for what you have been paid. Only few organizations are taking care of their employees like family.",nan,0,32,Male,India,nan,nan,nan,India,nan,2020,,,,
zfuq13qc03aaxz9ag8zfuq13drim8hid,0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Very easy,Physical health,No,0.0,nan,No,1.0,"Dismissive. I am male, and as a result no one really gives a shit how I'm doing.",1.0,"Extremely similar to mine. I try to be supportive but ultimately there's nothing I can do, and seeking professional help is almost always dismissive.",4.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,I was aware of some,"Yes, they all did",Some did,No,Same level of comfort for each,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,0.0,0.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,I don't know,Rarely,Sometimes,Yes,0,No,Because it would decrease my chances of success.,No,Because it would greatly decrease my odds of success.,0,nan,nan,0,Maybe/Not sure,nan,No,nan,3,Acknowledge that men aren't disposable.,nan,1,34,Male,United States of America,Washington,More than one of the above,nan,United States of America,Washington,2020,,,,
zbxgr0h0crwh8ujuplzbxgr0hk302zwg,0,26-100,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Yes,1.0,"discussed anxiety disorder and desire to WFH more 
frequently. they honored this request with no problem.",Maybe,1.0,nan,1.0,nan,8.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,nan,At some of my previous employers,1.0,nan,1.0,nan,10.0,9.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,nan,nan,Substance Use Disorder,nan,nan,Yes,1,Yes,Sometimes,Often,No,9,Maybe,nan,No,stigma,0,nan,nan,7,No,nan,"Yes, I observed",nan,4,nan,nan,1,44,female,United States of America,Florida,White,nan,United States of America,Florida,2020,,,,
zajfmuuax9ghv5zajfggt5osq6vy6dq8,0,500-1000,1.0,1.0,No,No,No,Yes,Yes,Difficult,Physical health,No,0.0,nan,No,0.0,nan,0.0,nan,8.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (was not aware),None did,None did,No,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,nan,nan,nan,nan,8.0,6.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,Obsessive-Compulsive Disorder,nan,nan,Dissociative Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,No,Often,Often,Yes,7,Maybe,nan,No,nan,0,nan,nan,3,No,nan,"Yes, I experienced",nan,3,nan,nan,0,33,M,India,nan,nan,nan,India,nan,2020,,,,
z51tyq30o2xt4yoqbhfz51xx1xzz3abm,0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,1.0,awkwardness,Maybe,1.0,accepted,0.0,nan,8.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,5.0,5.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,I don't know,Sometimes,Often,Yes,8,Yes,more accepted,Maybe,possible stigma,0,nan,nan,7,"Yes, I experienced",underestimating impact to me.,"Yes, I experienced",nan,3,more information dissemination,nan,1,38,Male,Philippines,nan,nan,nan,Philippines,nan,2020,,,,
yxgacwrcmhgotyyobplipyxgacwrc0hi,0,More than 1000,0.0,1.0,I don't know,No,No,No,Yes,Somewhat difficult,Mental health,Yes,0.0,nan,No,0.0,nan,0.0,nan,10.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,nan,nan,nan,nan,nan,nan,No,0,No,Rarely,Rarely,Yes,1,Yes,just to let them know,No,risk to job,1,1.0,2.0,2,Maybe/Not sure,nan,Maybe/Not sure,nan,4,keep stress free workplace,no,0,45,m,United States of America,Georgia,Asian,nan,United States of America,Georgia,2020,,,,
